,,,,,,
Date,Open,High,Low,Close*,Adj Close**,Volume
28/07/2023,71.32,72.24,70.87,72.09,72.09,"1,751,500"
27/07/2023,71.16,71.99,70.72,71.43,71.43,"1,807,200"
26/07/2023,70.59,71.31,70.41,70.66,70.66,"1,384,300"
25/07/2023,70.40,71.41,70.27,71.16,71.16,"2,340,100"
24/07/2023,69.61,70.93,69.29,70.69,70.69,"2,420,200"
21/07/2023,68.52,69.31,68.17,68.99,68.99,"2,993,000"
20/07/2023,68.33,68.49,67.13,68.05,68.05,"2,031,400"
19/07/2023,68.39,68.92,67.49,67.69,67.69,"1,935,000"
18/07/2023,66.79,68.12,66.65,67.96,67.96,"2,550,100"
17/07/2023,66.85,67.40,66.53,66.58,66.58,"2,280,800"
14/07/2023,68.53,68.57,67.36,67.47,67.47,"2,398,600"
13/07/2023,67.79,69.10,67.53,69.09,69.09,"3,608,700"
12/07/2023,67.62,67.97,67.26,67.87,67.87,"3,046,200"
11/07/2023,66.03,67.05,65.89,67.03,67.03,"2,349,500"
10/07/2023,65.63,66.31,65.16,65.54,65.54,"2,449,000"
07/07/2023,64.14,66.05,64.14,65.85,65.85,"2,782,900"
06/07/2023,64.33,64.56,63.12,64.44,64.44,"2,372,000"
05/07/2023,64.66,64.85,63.90,64.63,64.63,"2,965,600"
03/07/2023,63.82,64.11,63.12,63.39,63.39,"1,220,800"
30/06/2023,63.35,63.97,63.15,63.55,63.55,"3,132,800"
29/06/2023,62.75,63.64,62.25,62.96,62.96,"1,992,200"
28/06/2023,61.47,62.94,60.87,62.52,62.52,"2,461,500"
27/06/2023,62.33,62.63,61.10,61.30,61.30,"2,610,100"
26/06/2023,62.15,63.14,62.08,62.73,62.73,"2,084,500"
23/06/2023,61.04,62.49,60.97,62.42,62.42,"2,403,000"
22/06/2023,63.15,63.65,62.14,62.52,62.52,"3,875,200"
21/06/2023,63.83,65.09,63.70,65.04,65.04,"2,725,500"
20/06/2023,63.75,63.96,62.61,63.92,63.92,"2,313,600"
16/06/2023,63.48,64.53,63.28,64.35,64.35,"2,972,700"
15/06/2023,62.21,63.77,62.14,63.41,63.41,"3,445,600"
14/06/2023,63.00,63.20,61.26,61.83,61.83,"4,818,600"
13/06/2023,62.09,62.65,61.99,62.14,62.14,"3,473,500"
12/06/2023,61.00,61.23,60.02,60.24,60.24,"5,985,300"
